start_age,cause,year,number,rate
50,Human immunodeficiency virus [HIV] disease  [B20-B24],2016,32,1
50,Malaria  [B50-B54],2012,0,0
50,Malaria  [B50-B54],2013,0,0
50,Malaria  [B50-B54],2014,0,0
50,Malaria  [B50-B54],2015,0,0
50,Malaria  [B50-B54],2016,0,0
50,Other and unspecified infectious and parasitic diseases and their sequelae 27,2012,18,1
50,Other and unspecified infectious and parasitic diseases and their sequelae 27,2013,17,1
50,Other and unspecified infectious and parasitic diseases and their sequelae 27,2014,31,1
50,Other and unspecified infectious and parasitic diseases and their sequelae 27,2015,15,1
50,Other and unspecified infectious and parasitic diseases and their sequelae 27,2016,21,1
50,Malignant neoplasms  [C00-C97],2012,3519,129
50,Malignant neoplasms  [C00-C97],2013,3359,122
50,Malignant neoplasms  [C00-C97],2014,3222,116
50,Malignant neoplasms  [C00-C97],2015,3131,113
50,Malignant neoplasms  [C00-C97],2016,3012,111
50,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2012,31,1
50,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2013,33,1
50,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2014,45,2
50,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2015,30,1
50,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2016,28,1
50,Anaemias  [D50-D64],2012,5,0
50,Anaemias  [D50-D64],2013,2,0
50,Anaemias  [D50-D64],2014,7,0
50,Anaemias  [D50-D64],2015,4,0
50,Anaemias  [D50-D64],2016,7,0
50,Diabetes mellitus  [E10-E14],2012,203,8
50,Diabetes mellitus  [E10-E14],2013,203,7
50,Diabetes mellitus  [E10-E14],2014,227,8
50,Diabetes mellitus  [E10-E14],2015,214,8
50,Diabetes mellitus  [E10-E14],2016,196,7
50,Nutritional deficiencies  [E40-E64],2012,3,0
50,Nutritional deficiencies  [E40-E64],2013,4,0
50,Nutritional deficiencies  [E40-E64],2014,4,0
50,Nutritional deficiencies  [E40-E64],2015,4,0
50,Nutritional deficiencies  [E40-E64],2016,6,0
50,"Meningitis  [G00, G03]",2012,5,0
50,"Meningitis  [G00, G03]",2013,7,0
50,"Meningitis  [G00, G03]",2014,7,0
50,"Meningitis  [G00, G03]",2015,4,0
50,"Meningitis  [G00, G03]",2016,8,0
50,Parkinson's disease  [G20-G21],2012,3,0
50,Parkinson's disease  [G20-G21],2013,3,0
50,Parkinson's disease  [G20-G21],2014,6,0
50,Parkinson's disease  [G20-G21],2015,4,0
50,Parkinson's disease  [G20-G21],2016,4,0
50,Alzheimer's disease  [G30],2012,7,0
50,Alzheimer's disease  [G30],2013,1,0
50,Alzheimer's disease  [G30],2014,4,0
50,Alzheimer's disease  [G30],2015,2,0
50,Alzheimer's disease  [G30],2016,8,0
50,Major cardiovascular diseases  [I00-I78],2012,1604,59
50,Major cardiovascular diseases  [I00-I78],2013,1642,60
50,Major cardiovascular diseases  [I00-I78],2014,1568,57
50,Major cardiovascular diseases  [I00-I78],2015,1573,57
50,Major cardiovascular diseases  [I00-I78],2016,1517,56
50,Other disorders of circulatory system  [I80-I99],2012,28,1
50,Other disorders of circulatory system  [I80-I99],2013,38,1
50,Other disorders of circulatory system  [I80-I99],2014,17,1
50,Other disorders of circulatory system  [I80-I99],2015,22,1
50,Other disorders of circulatory system  [I80-I99],2016,20,1
50,Influenza and pneumonia  [J09-J18],2012,90,3
50,Influenza and pneumonia  [J09-J18],2013,73,3
50,Influenza and pneumonia  [J09-J18],2014,109,4
50,Influenza and pneumonia  [J09-J18],2015,94,3
50,Influenza and pneumonia  [J09-J18],2016,120,4
50,Other acute lower respiratory infections  [J20-J22],2012,1,0
50,Other acute lower respiratory infections  [J20-J22],2013,1,0
50,Other acute lower respiratory infections  [J20-J22],2014,0,0
50,Other acute lower respiratory infections  [J20-J22],2015,1,0
50,Other acute lower respiratory infections  [J20-J22],2016,1,0
50,Chronic lower respiratory diseases  [J40-J47],2012,123,5
50,Chronic lower respiratory diseases  [J40-J47],2013,141,5
50,Chronic lower respiratory diseases  [J40-J47],2014,146,5
50,Chronic lower respiratory diseases  [J40-J47],2015,151,6
50,Chronic lower respiratory diseases  [J40-J47],2016,125,5
50,"Pneumoconioses and chemical effects  [J60-J66, J68]",2012,1,0
50,"Pneumoconioses and chemical effects  [J60-J66, J68]",2013,1,0
50,"Pneumoconioses and chemical effects  [J60-J66, J68]",2014,0,0
50,"Pneumoconioses and chemical effects  [J60-J66, J68]",2015,0,0
50,"Pneumoconioses and chemical effects  [J60-J66, J68]",2016,1,0
50,Pneumonitis due to solids and liquids  [J69],2012,25,1
50,Pneumonitis due to solids and liquids  [J69],2013,14,1
50,Pneumonitis due to solids and liquids  [J69],2014,19,1
50,Pneumonitis due to solids and liquids  [J69],2015,15,1
50,Pneumonitis due to solids and liquids  [J69],2016,15,1
50,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2012,61,2
50,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2013,70,3
50,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2014,43,2
50,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2015,62,2
50,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2016,54,2
50,Peptic ulcer  [K25-K28],2012,19,1
50,Peptic ulcer  [K25-K28],2013,14,1
50,Peptic ulcer  [K25-K28],2014,14,1
50,Peptic ulcer  [K25-K28],2015,13,1
50,Peptic ulcer  [K25-K28],2016,15,1
50,Diseases of appendix  [K35-K38],2012,2,0
50,Diseases of appendix  [K35-K38],2013,0,0
50,Diseases of appendix  [K35-K38],2014,3,0
50,Diseases of appendix  [K35-K38],2015,0,0
50,Diseases of appendix  [K35-K38],2016,4,0
50,Hernia  [K40-K46],2012,8,0
50,Hernia  [K40-K46],2013,6,0
50,Hernia  [K40-K46],2014,9,0
50,Hernia  [K40-K46],2015,11,0
50,Hernia  [K40-K46],2016,5,0
50,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2012,318,12
50,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2013,324,12
50,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2014,317,11
50,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2015,322,12
50,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2016,380,14
50,Cholelithiasis and other disorders of gallbladder  [K80-K82],2012,6,0
50,Cholelithiasis and other disorders of gallbladder  [K80-K82],2013,7,0
50,Cholelithiasis and other disorders of gallbladder  [K80-K82],2014,3,0
50,Cholelithiasis and other disorders of gallbladder  [K80-K82],2015,3,0
50,Cholelithiasis and other disorders of gallbladder  [K80-K82],2016,5,0
50,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2012,43,2
50,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2013,37,1
50,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2014,31,1
50,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2015,35,1
50,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2016,24,1
50,"Infections of kidney  [N10-N12, N13.6, N15.1]",2012,4,0
50,"Infections of kidney  [N10-N12, N13.6, N15.1]",2013,3,0
50,"Infections of kidney  [N10-N12, N13.6, N15.1]",2014,3,0
50,"Infections of kidney  [N10-N12, N13.6, N15.1]",2015,0,0
50,"Infections of kidney  [N10-N12, N13.6, N15.1]",2016,2,0
50,Hyperplasia of prostate  [N40],2012,0,0
50,Hyperplasia of prostate  [N40],2013,0,0
50,Hyperplasia of prostate  [N40],2014,0,0
50,Hyperplasia of prostate  [N40],2015,0,0
50,Hyperplasia of prostate  [N40],2016,0,0
50,Inflammatory diseases of female pelvic organs  [N70-N76],2012,0,0
50,Inflammatory diseases of female pelvic organs  [N70-N76],2013,0,0
50,Inflammatory diseases of female pelvic organs  [N70-N76],2014,1,0
50,Inflammatory diseases of female pelvic organs  [N70-N76],2015,1,0
50,Inflammatory diseases of female pelvic organs  [N70-N76],2016,0,0
50,"Pregnancy, childbirth and the puerperium  [O00-O99]",2012,0,0
50,"Pregnancy, childbirth and the puerperium  [O00-O99]",2013,0,0
50,"Pregnancy, childbirth and the puerperium  [O00-O99]",2014,0,0
50,"Pregnancy, childbirth and the puerperium  [O00-O99]",2015,1,0
50,"Pregnancy, childbirth and the puerperium  [O00-O99]",2016,0,0
50,Certain conditions originating in the perinatal period  [P00-P96],2012,2,0
50,Certain conditions originating in the perinatal period  [P00-P96],2013,0,0
50,Certain conditions originating in the perinatal period  [P00-P96],2014,1,0
50,Certain conditions originating in the perinatal period  [P00-P96],2015,0,0
50,Certain conditions originating in the perinatal period  [P00-P96],2016,0,0
50,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2012,63,2
50,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2013,57,2
50,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2014,53,2
50,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2015,65,2
50,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2016,59,2
50,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2012,101,4
50,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2013,105,4
50,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2014,118,4
50,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2015,175,6
50,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2016,368,14
50,All other diseases (residual) 28,2012,682,25
50,All other diseases (residual) 28,2013,695,25
50,All other diseases (residual) 28,2014,705,25
50,All other diseases (residual) 28,2015,725,26
50,All other diseases (residual) 28,2016,750,28
50,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2012,606,22
50,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2013,647,24
50,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2014,671,24
50,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2015,722,26
50,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2016,745,28
50,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2012,465,17
50,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2013,503,18
50,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2014,525,19
50,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2015,522,19
50,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2016,454,17
50,"Assault (homicide)  [X85-Y09, Y87.1]",2012,32,1
50,"Assault (homicide)  [X85-Y09, Y87.1]",2013,24,1
50,"Assault (homicide)  [X85-Y09, Y87.1]",2014,37,1
50,"Assault (homicide)  [X85-Y09, Y87.1]",2015,43,2
50,"Assault (homicide)  [X85-Y09, Y87.1]",2016,25,1
50,"Legal intervention  [Y35, Y89.0]",2012,1,0
50,"Legal intervention  [Y35, Y89.0]",2013,2,0
50,"Legal intervention  [Y35, Y89.0]",2014,1,0
50,"Legal intervention  [Y35, Y89.0]",2015,0,0
50,"Legal intervention  [Y35, Y89.0]",2016,2,0
50,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2012,97,4
50,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2013,102,4
50,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2014,97,4
50,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2015,76,3
50,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2016,35,1
50,"Operations of war and their sequelae  [Y36, Y89.1]",2012,0,0
50,"Operations of war and their sequelae  [Y36, Y89.1]",2013,0,0
50,"Operations of war and their sequelae  [Y36, Y89.1]",2014,0,0
50,"Operations of war and their sequelae  [Y36, Y89.1]",2015,0,0
50,"Operations of war and their sequelae  [Y36, Y89.1]",2016,0,0
50,"Complications of medical and surgical care  [Y40-Y84, Y88]",2012,7,0
50,"Complications of medical and surgical care  [Y40-Y84, Y88]",2013,5,0
50,"Complications of medical and surgical care  [Y40-Y84, Y88]",2014,12,0
50,"Complications of medical and surgical care  [Y40-Y84, Y88]",2015,9,0
50,"Complications of medical and surgical care  [Y40-Y84, Y88]",2016,7,0
55,"Total, all causes of death  [A00-Y89]",2012,11919,491
55,"Total, all causes of death  [A00-Y89]",2013,12065,482
55,"Total, all causes of death  [A00-Y89]",2014,12300,481
55,"Total, all causes of death  [A00-Y89]",2015,12377,476
55,"Total, all causes of death  [A00-Y89]",2016,12499,471
55,Salmonella infections  [A01-A02],2012,1,0
55,Salmonella infections  [A01-A02],2013,0,0
55,Salmonella infections  [A01-A02],2014,0,0
55,Salmonella infections  [A01-A02],2015,1,0
55,Salmonella infections  [A01-A02],2016,1,0
55,"Shigellosis and amoebiasis  [A03, A06]",2012,0,0
55,"Shigellosis and amoebiasis  [A03, A06]",2013,0,0
55,"Shigellosis and amoebiasis  [A03, A06]",2014,0,0
55,"Shigellosis and amoebiasis  [A03, A06]",2015,0,0
55,"Shigellosis and amoebiasis  [A03, A06]",2016,0,0
55,"Certain other intestinal infections  [A04, A07-A09]",2012,23,1
55,"Certain other intestinal infections  [A04, A07-A09]",2013,15,1
55,"Certain other intestinal infections  [A04, A07-A09]",2014,12,1
55,"Certain other intestinal infections  [A04, A07-A09]",2015,16,1
55,"Certain other intestinal infections  [A04, A07-A09]",2016,17,1
55,Tuberculosis  [A16-A19],2012,2,0
55,Tuberculosis  [A16-A19],2013,6,0
55,Tuberculosis  [A16-A19],2014,6,0
55,Tuberculosis  [A16-A19],2015,6,0
55,Tuberculosis  [A16-A19],2016,4,0
55,Whooping cough  [A37],2012,0,0
55,Whooping cough  [A37],2013,0,0
55,Whooping cough  [A37],2014,0,0
55,Whooping cough  [A37],2015,0,0
55,Whooping cough  [A37],2016,0,0
55,"Scarlet fever and erysipelas  [A38, A46]",2012,0,0
55,"Scarlet fever and erysipelas  [A38, A46]",2013,0,0
55,"Scarlet fever and erysipelas  [A38, A46]",2014,0,0
55,"Scarlet fever and erysipelas  [A38, A46]",2015,0,0
55,"Scarlet fever and erysipelas  [A38, A46]",2016,0,0
55,Meningococcal infection  [A39],2012,0,0
55,Meningococcal infection  [A39],2013,0,0
55,Meningococcal infection  [A39],2014,0,0
55,Meningococcal infection  [A39],2015,0,0
55,Meningococcal infection  [A39],2016,2,0
55,Sepsis  [A40-A41],2012,94,4
55,Sepsis  [A40-A41],2013,71,3
55,Sepsis  [A40-A41],2014,77,3
55,Sepsis  [A40-A41],2015,79,3
55,Sepsis  [A40-A41],2016,51,2
55,Syphilis  [A50-A53],2012,0,0
55,Syphilis  [A50-A53],2013,0,0
55,Syphilis  [A50-A53],2014,1,0
55,Syphilis  [A50-A53],2015,0,0
55,Syphilis  [A50-A53],2016,1,0
55,Acute poliomyelitis  [A80],2012,0,0
55,Acute poliomyelitis  [A80],2013,0,0
55,Acute poliomyelitis  [A80],2014,0,0
55,Acute poliomyelitis  [A80],2015,0,0
55,Acute poliomyelitis  [A80],2016,0,0
55,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2012,0,0
55,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2013,0,0
55,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2014,0,0
55,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2015,0,0
55,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2016,0,0
55,Measles  [B05],2012,0,0
55,Measles  [B05],2013,0,0
55,Measles  [B05],2014,1,0
55,Measles  [B05],2015,0,0
55,Measles  [B05],2016,0,0
55,Viral hepatitis  [B15-B19],2012,135,6
55,Viral hepatitis  [B15-B19],2013,119,5
55,Viral hepatitis  [B15-B19],2014,126,5
55,Viral hepatitis  [B15-B19],2015,114,4
55,Viral hepatitis  [B15-B19],2016,87,3
55,Human immunodeficiency virus [HIV] disease  [B20-B24],2012,27,1
55,Human immunodeficiency virus [HIV] disease  [B20-B24],2013,35,1
55,Human immunodeficiency virus [HIV] disease  [B20-B24],2014,21,1
55,Human immunodeficiency virus [HIV] disease  [B20-B24],2015,28,1
55,Human immunodeficiency virus [HIV] disease  [B20-B24],2016,36,1
55,Malaria  [B50-B54],2012,1,0
55,Malaria  [B50-B54],2013,0,0
55,Malaria  [B50-B54],2014,0,0
55,Malaria  [B50-B54],2015,0,0
55,Malaria  [B50-B54],2016,0,0
55,Other and unspecified infectious and parasitic diseases and their sequelae 27,2012,36,2
55,Other and unspecified infectious and parasitic diseases and their sequelae 27,2013,15,1
55,Other and unspecified infectious and parasitic diseases and their sequelae 27,2014,33,1
55,Other and unspecified infectious and parasitic diseases and their sequelae 27,2015,30,1
55,Other and unspecified infectious and parasitic diseases and their sequelae 27,2016,30,1
55,Malignant neoplasms  [C00-C97],2012,5370,221
55,Malignant neoplasms  [C00-C97],2013,5441,218
55,Malignant neoplasms  [C00-C97],2014,5406,211
55,Malignant neoplasms  [C00-C97],2015,5450,209
55,Malignant neoplasms  [C00-C97],2016,5259,198
55,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2012,51,2
55,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2013,38,2
55,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2014,46,2
55,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2015,49,2
55,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2016,53,2
55,Anaemias  [D50-D64],2012,6,0
55,Anaemias  [D50-D64],2013,7,0
55,Anaemias  [D50-D64],2014,5,0
55,Anaemias  [D50-D64],2015,10,0
55,Anaemias  [D50-D64],2016,10,0
55,Diabetes mellitus  [E10-E14],2012,346,14
55,Diabetes mellitus  [E10-E14],2013,319,13
55,Diabetes mellitus  [E10-E14],2014,349,14
55,Diabetes mellitus  [E10-E14],2015,327,13
55,Diabetes mellitus  [E10-E14],2016,285,11
55,Nutritional deficiencies  [E40-E64],2012,7,0
55,Nutritional deficiencies  [E40-E64],2013,3,0
55,Nutritional deficiencies  [E40-E64],2014,2,0
55,Nutritional deficiencies  [E40-E64],2015,7,0
55,Nutritional deficiencies  [E40-E64],2016,9,0
55,"Meningitis  [G00, G03]",2012,5,0
55,"Meningitis  [G00, G03]",2013,1,0
55,"Meningitis  [G00, G03]",2014,4,0
55,"Meningitis  [G00, G03]",2015,8,0
55,"Meningitis  [G00, G03]",2016,5,0
55,Parkinson's disease  [G20-G21],2012,13,1
55,Parkinson's disease  [G20-G21],2013,9,0
55,Parkinson's disease  [G20-G21],2014,13,1
55,Parkinson's disease  [G20-G21],2015,11,0
55,Parkinson's disease  [G20-G21],2016,10,0
55,Alzheimer's disease  [G30],2012,17,1
55,Alzheimer's disease  [G30],2013,14,1
55,Alzheimer's disease  [G30],2014,15,1
55,Alzheimer's disease  [G30],2015,19,1
55,Alzheimer's disease  [G30],2016,19,1
55,Major cardiovascular diseases  [I00-I78],2012,2399,99
55,Major cardiovascular diseases  [I00-I78],2013,2399,96
55,Major cardiovascular diseases  [I00-I78],2014,2469,97
55,Major cardiovascular diseases  [I00-I78],2015,2478,95
55,Major cardiovascular diseases  [I00-I78],2016,2544,96
55,Other disorders of circulatory system  [I80-I99],2012,27,1
55,Other disorders of circulatory system  [I80-I99],2013,32,1
55,Other disorders of circulatory system  [I80-I99],2014,24,1
55,Other disorders of circulatory system  [I80-I99],2015,22,1
55,Other disorders of circulatory system  [I80-I99],2016,32,1
55,Influenza and pneumonia  [J09-J18],2012,125,5
55,Influenza and pneumonia  [J09-J18],2013,134,5
55,Influenza and pneumonia  [J09-J18],2014,155,6
55,Influenza and pneumonia  [J09-J18],2015,147,6
55,Influenza and pneumonia  [J09-J18],2016,198,8
55,Other acute lower respiratory infections  [J20-J22],2012,0,0
55,Other acute lower respiratory infections  [J20-J22],2013,2,0
55,Other acute lower respiratory infections  [J20-J22],2014,1,0
55,Other acute lower respiratory infections  [J20-J22],2015,3,0
55,Other acute lower respiratory infections  [J20-J22],2016,0,0
55,Chronic lower respiratory diseases  [J40-J47],2012,286,12
55,Chronic lower respiratory diseases  [J40-J47],2013,310,12
55,Chronic lower respiratory diseases  [J40-J47],2014,284,11
55,Chronic lower respiratory diseases  [J40-J47],2015,331,13
55,Chronic lower respiratory diseases  [J40-J47],2016,322,12
55,"Pneumoconioses and chemical effects  [J60-J66, J68]",2012,0,0
55,"Pneumoconioses and chemical effects  [J60-J66, J68]",2013,0,0
55,"Pneumoconioses and chemical effects  [J60-J66, J68]",2014,2,0
55,"Pneumoconioses and chemical effects  [J60-J66, J68]",2015,0,0
55,"Pneumoconioses and chemical effects  [J60-J66, J68]",2016,0,0
55,Pneumonitis due to solids and liquids  [J69],2012,30,1
55,Pneumonitis due to solids and liquids  [J69],2013,19,1
55,Pneumonitis due to solids and liquids  [J69],2014,19,1
55,Pneumonitis due to solids and liquids  [J69],2015,22,1
55,Pneumonitis due to solids and liquids  [J69],2016,26,1
55,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2012,95,4
55,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2013,96,4
55,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2014,93,4
55,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2015,114,4
55,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2016,105,4
55,Peptic ulcer  [K25-K28],2012,30,1
55,Peptic ulcer  [K25-K28],2013,29,1
55,Peptic ulcer  [K25-K28],2014,20,1
55,Peptic ulcer  [K25-K28],2015,28,1
55,Peptic ulcer  [K25-K28],2016,22,1
55,Diseases of appendix  [K35-K38],2012,1,0
55,Diseases of appendix  [K35-K38],2013,5,0
55,Diseases of appendix  [K35-K38],2014,3,0
55,Diseases of appendix  [K35-K38],2015,4,0
55,Diseases of appendix  [K35-K38],2016,0,0
55,Hernia  [K40-K46],2012,12,1
55,Hernia  [K40-K46],2013,11,0
55,Hernia  [K40-K46],2014,11,0
55,Hernia  [K40-K46],2015,7,0
55,Hernia  [K40-K46],2016,13,1
55,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2012,442,18
55,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2013,453,18
55,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2014,467,18
55,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2015,421,16
55,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2016,492,19
55,Cholelithiasis and other disorders of gallbladder  [K80-K82],2012,9,0
55,Cholelithiasis and other disorders of gallbladder  [K80-K82],2013,10,0
55,Cholelithiasis and other disorders of gallbladder  [K80-K82],2014,11,0
55,Cholelithiasis and other disorders of gallbladder  [K80-K82],2015,11,0
55,Cholelithiasis and other disorders of gallbladder  [K80-K82],2016,10,0
55,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2012,57,2
55,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2013,57,2
55,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2014,67,3
55,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2015,58,2
55,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2016,57,2
55,"Infections of kidney  [N10-N12, N13.6, N15.1]",2012,5,0
55,"Infections of kidney  [N10-N12, N13.6, N15.1]",2013,2,0
55,"Infections of kidney  [N10-N12, N13.6, N15.1]",2014,5,0
55,"Infections of kidney  [N10-N12, N13.6, N15.1]",2015,2,0
55,"Infections of kidney  [N10-N12, N13.6, N15.1]",2016,3,0
55,Hyperplasia of prostate  [N40],2012,0,0
55,Hyperplasia of prostate  [N40],2013,0,0
55,Hyperplasia of prostate  [N40],2014,2,0
55,Hyperplasia of prostate  [N40],2015,0,0
55,Hyperplasia of prostate  [N40],2016,1,0
55,Inflammatory diseases of female pelvic organs  [N70-N76],2012,1,0
55,Inflammatory diseases of female pelvic organs  [N70-N76],2013,3,0
55,Inflammatory diseases of female pelvic organs  [N70-N76],2014,0,0
55,Inflammatory diseases of female pelvic organs  [N70-N76],2015,2,0
55,Inflammatory diseases of female pelvic organs  [N70-N76],2016,1,0
55,"Pregnancy, childbirth and the puerperium  [O00-O99]",2012,0,0
55,"Pregnancy, childbirth and the puerperium  [O00-O99]",2013,0,0
55,"Pregnancy, childbirth and the puerperium  [O00-O99]",2014,0,0
55,"Pregnancy, childbirth and the puerperium  [O00-O99]",2015,0,0
55,"Pregnancy, childbirth and the puerperium  [O00-O99]",2016,0,0
55,Certain conditions originating in the perinatal period  [P00-P96],2012,0,0
55,Certain conditions originating in the perinatal period  [P00-P96],2013,0,0
55,Certain conditions originating in the perinatal period  [P00-P96],2014,1,0
55,Certain conditions originating in the perinatal period  [P00-P96],2015,0,0
55,Certain conditions originating in the perinatal period  [P00-P96],2016,1,0
55,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2012,63,3
55,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2013,77,3
55,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2014,90,4
55,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2015,91,4
55,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2016,89,3
55,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2012,97,4
55,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2013,134,5
55,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2014,139,5
55,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2015,175,7
55,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2016,431,16
55,All other diseases (residual) 28,2012,921,38
55,All other diseases (residual) 28,2013,1011,40
55,All other diseases (residual) 28,2014,1086,43
55,All other diseases (residual) 28,2015,1035,40
55,All other diseases (residual) 28,2016,1122,42
55,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2012,629,26
55,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2013,645,26
55,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2014,652,26
55,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2015,685,26
55,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2016,670,25
55,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2012,428,18
55,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2013,435,17
55,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2014,472,19
55,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2015,478,18
55,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2016,410,15
55,"Assault (homicide)  [X85-Y09, Y87.1]",2012,34,1
55,"Assault (homicide)  [X85-Y09, Y87.1]",2013,25,1
55,"Assault (homicide)  [X85-Y09, Y87.1]",2014,30,1
55,"Assault (homicide)  [X85-Y09, Y87.1]",2015,37,1
55,"Assault (homicide)  [X85-Y09, Y87.1]",2016,30,1
